date,product_id,machine_id,shift,operator_id,supplier_id,department,planned_quantity,actual_quantity,production_time_hrs,standard_material_usage,actual_material_usage,material_waste,material_cost,rejected_units,rejection_rate,rework_units,rework_cost,downtime_hrs,downtime_reason,maintenance_cost,energy_consumption_kwh,energy_cost,overtime_hours,overtime_cost,transportation_cost,fuel_consumption,total_production_cost
2025-10-07,13,6,Morning,34,2,Welding,433,427,9.68554014306309,546.9747429067746,604.4414496199712,57.46670671319657,9072.204590447984,31,0.07297817122500552,12,674.9274181049059,4.171743337848789,Breakdown,666.7281284053197,303.3812413413553,3170.5004839833528,0.728822356625364,339.6617494800677,307.16674141739975,2.564381034063876,19392.17011918629
2025-06-07,19,1,Night,41,1,Welding,421,402,2.9387329008129175,822.7625315825915,915.7720564775302,93.00952489493875,9909.890250474162,39,0.09714413688204204,19,570.6540007834625,4.921339750829061,Breakdown,553.9400450422636,197.1346028747478,1688.6768440996702,1.5173170618080754,401.4037992902487,1123.6923548638324,9.572744114579324,18764.662245629115
2025-09-29,8,3,Morning,42,1,Welding,363,356,3.031238688359326,618.99536659455,654.1164202476889,35.121053653138915,8862.486586228395,29,0.08194003529545041,17,620.58002029977,5.230713453966821,No Power,752.0370265433464,236.45602159594137,3176.760811455579,1.476637705652797,686.0505855093414,686.0946246375165,6.846561968995765,20549.54151402227
2025-08-05,11,9,Night,48,5,Painting,418,397,11.587024074078462,822.1437193089279,899.4117367640573,77.26801745512944,14798.675865857822,27,0.06797745224974672,12,276.20858260308927,2.7393547993499014,Breakdown,463.3175324649654,183.96748341987586,1750.9406474076056,3.635615706910366,1542.3418466370588,645.781648241298,6.742281993597564,25163.932680039037
2025-06-05,3,10,Night,24,2,Painting,355,345,7.139894891598108,392.3546262581014,407.371718989857,15.01709273175561,4308.222156436441,36,0.10574841407055997,17,484.8156298260593,4.588543741943728,Maintenance,905.263155753235,155.02043065357944,1255.9464875774672,1.1508749554744513,400.5747008534311,493.72742982135617,5.150413268891618,13471.348519227286
2025-09-04,3,2,Afternoon,45,4,Painting,287,290,5.787726259512894,460.95294122338913,483.09825662114895,22.145315397759816,10279.993621201203,15,0.05284569711761826,5,194.79398828611124,2.7249503071875654,Breakdown,500.8689463001077,185.13212377027367,2321.882642779073,0.4387748321476651,190.51849752792378,601.9680393553937,5.190010688438277,17821.097822453114
2025-11-16,15,4,Afternoon,23,1,Painting,468,447,10.772005408131083,321.2566508868524,358.25371971384175,36.997068826989334,10305.816377420864,31,0.0699600881922802,16,409.4543210408253,3.8763395991611693,Breakdown,648.0134095075201,461.7887187595561,4346.074302618845,0.4028255722853692,182.73927503294254,898.6774986265801,7.976617885672636,22029.70135588048
2025-10-22,10,9,Morning,23,5,Welding,373,372,8.03721531730139,229.76113614097648,237.61236626984115,7.851230128864671,6370.100655934866,20,0.05357808376793003,5,267.49815780049846,3.339035637963483,Breakdown,400.86107570687534,229.4806902328005,2336.1386346380864,0.4849339045704282,167.2180244785864,969.82468665896,10.041652985500914,13996.393388900588
2025-03-31,14,3,Morning,21,5,Painting,377,361,3.814354350897973,323.19236268192384,334.03062446118594,10.838261779262098,4964.8454208347075,26,0.07213835855874028,13,466.5354354015965,3.6707117435445604,Setup,699.026331148604,332.7022843588921,3139.009478268928,1.4340102248407385,363.16377902443276,376.9576777690213,3.8918998908801807,12951.557092347255
2025-01-02,13,5,Morning,3,1,Assembly,341,333,6.127935506067523,482.7219871745703,552.0398691152602,69.31788194068992,9899.724050838724,23,0.06909646508660479,9,238.32499604097046,4.94007985789619,Maintenance,701.0106021259442,361.98659891071236,5040.61088193865,0.3932720790148065,159.60284180670374,726.8135778303326,6.993202071780141,20419.220057930386
2025-01-25,13,4,Morning,30,3,Machining,210,213,6.177667821673338,379.0811452787929,388.402428057317,9.321282778524107,10678.749350499964,12,0.055972662723115005,6,359.504186528001,2.6711329544175544,Setup,435.7017213123745,136.47372093092795,1824.6970505628628,0.32684365214259564,132.98495737007974,886.3094027677049,8.093906457655093,18156.589840632518
2025-06-26,6,10,Morning,7,5,Welding,87,67,10.505817290942419,72.23390785445038,80.23972586813626,8.005818013685882,924.5716445935084,5,0.08053546882082832,1,43.6963113863807,4.897516660238416,Maintenance,891.4393273448084,79.62329556576333,830.842372055139,1.0238563620529249,324.31373882846856,1090.7669877196422,10.06850814585634,6109.613248469269
2025-12-29,18,1,Morning,9,4,Machining,334,331,9.149240402022476,587.8135295009084,665.6677469715911,77.85421747068267,9719.463807036935,28,0.0850471936893192,15,878.7122833621252,5.1385984935300915,Setup,818.3307664128366,336.00922295376927,3728.389027857319,0.25145335070391134,108.4029647646534,771.2533108278678,7.801367403403213,19748.787691081296
2025-01-27,9,3,Night,26,5,Machining,424,408,2.4075410609247276,590.2779413717313,650.4903690664333,60.212427694702,14479.189341173304,37,0.09040452652472061,21,945.2559145797161,3.702265695527403,Breakdown,624.8068309635479,417.4773563568157,5129.045768332627,1.4331235987590853,556.4107576541686,837.728276368737,8.588183766374199,28536.787028178052
2025-01-12,17,5,Afternoon,38,4,Machining,280,248,4.487142725876299,547.1531753808208,579.3714726019194,32.218297221098624,13403.604494958417,22,0.08883424049588026,5,293.96420901570895,4.490661498994867,Setup,644.5921133805859,184.667148634818,1782.4725510793778,0.4835758474891092,183.73149379121153,403.30285878815766,3.724935841341777,20843.35862088288
2025-03-05,17,6,Night,26,2,Welding,118,118,5.756722518817265,115.30574499040716,130.947880725926,15.642135735518849,3910.9861431371464,9,0.07746679907364393,2,48.728770541259976,2.4992825546811765,Breakdown,638.2190982029326,109.48290210484257,1462.2904324485062,0.788280071166823,374.7041330931108,890.1020431371948,8.4001222859295,8973.57545684446
2025-08-01,13,7,Afternoon,48,3,Welding,290,280,4.36870558974482,495.6067591521938,544.6042086216087,48.9974494694149,5918.895048209254,22,0.07780844707149276,9,474.90798939364447,4.1399346191381285,Maintenance,621.7215408644904,315.099898002075,3023.8745741587163,0.6356769843272332,224.23958062164914,855.8751725800483,9.406023625810114,15746.200393919822
2025-01-19,17,4,Afternoon,47,3,Welding,199,188,10.420332943764212,159.47870606472836,174.92289854904033,15.44419248431197,2087.447481363094,12,0.06606625683444214,4,186.38587591795488,2.7745330377312127,Setup,399.121960712863,196.53919944108458,2847.9011001888307,0.4422749534695671,127.42118466832359,993.2351519425376,9.46448172518668,9901.35365764879
2025-08-19,17,1,Afternoon,31,4,Painting,117,81,3.706647585499984,107.24558546799533,122.65516608046359,15.409580612468261,1227.3673326732637,7,0.09244116750092633,2,70.91686729273178,5.586890991737189,Breakdown,744.5299586804522,76.6215374939649,715.834966234434,0.9201033087022321,403.52362261335156,657.5479762668289,5.907472165833348,5505.11679209346
2025-09-20,11,8,Morning,19,4,Welding,326,326,11.91588408870274,273.9857355446631,314.83920323098,40.85346768631689,5985.846706010094,23,0.0703843720358297,5,107.60436964749098,3.8589898742660416,No Power,700.721801834326,324.4551890937035,4092.434004836304,0.05567114875466499,14.412854946183353,557.7213605028206,4.738796548292258,15094.73025004994
2025-01-28,4,3,Morning,42,1,Assembly,485,475,11.918099513493635,775.6131238174473,845.8910395481289,70.27791573068157,18446.306827021457,27,0.057859880390647093,11,523.1095329020399,3.549152466044886,Breakdown,650.0429399018643,522.9438514625849,6512.763370816436,0.4155557963575093,151.83967005119646,308.398457844384,3.210484986446635,31009.765329155678
2025-12-28,3,10,Afternoon,11,4,Assembly,195,173,9.00251959444521,312.0826302873764,332.30180274363363,20.21917245625724,4475.972855809878,16,0.08994311686412426,4,189.7458033679782,4.814829539967102,Setup,1036.6865281035548,215.8480445145112,2855.7855639754957,2.2093945037162763,664.4402497101029,608.9949684292964,5.886331831064195,13032.070334057997
2025-07-17,16,8,Afternoon,3,2,Assembly,131,112,4.261470515899408,126.15930307283287,144.6257688793813,18.466465806548428,4244.350308650788,8,0.07399680058175843,1,47.350164223081705,3.888096104651946,Maintenance,824.7323336618026,96.32282945798241,1431.7057180479271,0.5783621588151149,223.03753023074313,812.5299896080165,8.364075699179352,9623.817896011598
2025-01-05,9,3,Night,31,1,Assembly,269,247,7.597556836383825,195.87407828018712,211.02363221935772,15.149553939170602,4707.084805146118,23,0.09217966037230879,13,477.2357092230518,4.286855859837689,Setup,778.8220555415429,301.44143564148885,3820.9028284630986,1.229616938200919,578.5125620204689,684.7407191285536,6.295068738908558,13122.510101966545
2025-06-03,1,4,Morning,43,1,Painting,140,120,8.213444972535296,97.05822952005352,104.21681128563722,7.158581765583705,2714.5443069804737,6,0.047862337181681334,2,42.17400128726753,1.882118297670823,Setup,455.1601223744212,144.11852495167585,1281.5275360323292,2.426447097008986,1107.6967889853488,929.3838376135833,8.840369465704159,8695.623771484454
2025-05-01,2,8,Afternoon,50,2,Machining,211,199,10.541359976505042,387.6534249448399,395.73363159043333,8.080206645593421,4272.070910676826,16,0.07981867678096208,4,155.14268394891343,3.8152465268285574,Breakdown,667.0049517879513,148.00882858057236,1674.0981728589893,0.6613045520690655,239.30431770787268,526.8595783881344,4.648787667402025,10496.594667143603
2025-12-19,2,4,Afternoon,50,3,Assembly,51,27,7.425343685322515,78.65850158621087,86.23909151393359,7.580589927722713,1636.564537628643,2,0.07722524975355333,1,52.32090519626212,5.74415663496621,Maintenance,419.7313685929958,24.838361439716415,279.83530116599513,0.862921872486352,299.3028519747202,866.6571131865529,8.36449397967227,4462.046299868654
2025-12-30,5,9,Morning,44,5,Welding,327,320,8.262343214210638,537.2128390826888,607.449925719046,70.23708663635716,11425.420567808025,15,0.047280151556876523,4,89.22361315184398,2.377432317946256,Setup,376.8590365912192,199.37988254028997,1972.2127321190596,0.6808410758590033,229.3203871834158,822.4208408943264,8.560538970848103,17409.76664583581
2025-09-30,11,7,Afternoon,49,3,Machining,369,345,8.136041142374584,301.12519750049694,348.1140549663663,46.98885746586939,3542.849232087117,24,0.07089603013554736,4,198.0591229698448,3.679108514122618,Breakdown,705.4617104625678,369.86011439695505,4875.989023283444,1.0429026686587308,461.2035725278214,692.6864641030494,6.961315328313878,15834.70729919032
2025-09-17,7,1,Afternoon,3,4,Machining,343,338,2.422917492226812,655.3607562012608,677.5193742286222,22.1586180273614,19389.07833820553,29,0.08583518906890192,12,655.9430312395617,4.526442773876139,Setup,788.3597478073555,284.3972331170484,4081.2136988892344,0.46587102001751846,160.41263008085676,942.6890385722411,8.04295252471038,30547.348174387105
2025-08-05,7,8,Morning,47,3,Welding,307,267,3.2020722912057624,427.55813629406634,437.3902797910077,9.832143496941342,8433.717030770486,19,0.06953224197666398,8,259.7964345334026,3.727982502520751,Breakdown,720.311911517521,273.5460931751503,3668.3763072897154,2.890694049452889,813.4053270437059,115.2528984006229,1.4281277216555592,18376.79292922078
2025-06-02,18,6,Morning,31,1,Assembly,483,455,5.918582964090788,938.6937420646497,1033.36118339626,94.66744133161035,29526.441697218797,33,0.07149605943266678,8,306.7513419244288,4.16347682270398,Setup,792.2339276030125,374.50504639239983,5260.946174260112,1.8241190651707342,763.5529735964658,423.29915674830426,5.018024785109046,44730.762376694984
2025-03-09,17,9,Night,44,1,Assembly,408,412,7.816222929891936,549.2133056461129,585.8472352371117,36.63392959099883,13552.182334421825,24,0.05928023356900139,13,312.9379151337592,2.1162521791082414,Setup,345.22904862669077,315.4416965463291,3011.196808184441,0.5183417528056635,152.29162832217816,1080.0933190554001,10.465660179427264,22291.650955017147
2025-04-09,18,5,Afternoon,14,5,Painting,484,451,4.965599122059307,957.0072004055575,1072.068935548529,115.06173514297154,19151.33656806118,43,0.09489576277487062,9,376.01890527739147,4.844957173796855,Maintenance,830.6858050781796,432.9032386246259,3970.2634497476893,1.541087383824773,752.1360910916081,338.1800683862025,3.0643296564938196,29937.638041984894
2025-04-12,18,10,Night,20,4,Assembly,377,342,6.3276687959926265,700.8922327021529,717.5219532303523,16.629720528199414,16847.7013090881,35,0.10356746052150505,11,354.98170378974214,4.803804042661508,Setup,693.6235472555867,220.84823544795836,2727.2652710718958,1.8604425159485918,653.260615733937,161.51788027896276,1.7311995317031885,26583.734791760544
2025-02-16,11,3,Morning,40,1,Machining,358,345,2.926254830513672,544.2200824850242,584.0327875110585,39.81270502603422,6020.150305268699,21,0.06122150476750796,7,408.1226842234688,3.8154084560573156,Maintenance,697.4254756017835,235.03128304009059,3261.9078081150124,0.7616041434736942,376.4241720442521,391.7037907856431,3.35990093118236,13621.837973010688
2025-09-28,3,7,Night,16,1,Machining,471,472,9.892928483196856,285.3025595968817,297.9106345975792,12.60807500069751,6936.666715857338,39,0.08192613018761676,18,439.5109416559939,2.805621113057964,Breakdown,635.8910143426557,270.05806941263535,2746.125481783512,0.8618090288086634,330.8385354712222,621.1973776539992,5.329808508920521,16485.59962307203
2025-12-18,19,10,Afternoon,5,4,Machining,498,471,10.573089023608409,265.5396821780542,307.24864727134917,41.70896509329498,7353.242207390979,43,0.09151682370824074,16,947.4787649730379,4.374638062461971,Setup,806.8484635729222,367.2067847204372,3231.4198487452995,1.4574865842589853,646.0260900930543,956.297825853113,9.927850360455011,20925.916896167524
2025-01-29,4,7,Night,25,5,Assembly,491,480,2.769716693808741,900.3427159818173,987.6782224087718,87.33550642695457,22368.765005675534,40,0.08318162120971032,19,585.9164507204378,3.658248215804161,Setup,449.2879597647095,238.69030241820738,2433.874329679845,0.81067534573391,288.7728624153349,1117.0546624951808,11.719985329514406,32580.874276243485
2025-12-12,12,3,Afternoon,9,4,Machining,404,398,10.61045299503312,244.01296821498545,271.6409003639848,27.627932148999378,6698.684267757963,30,0.07572177691962029,12,513.3525524026818,3.9722696690948713,Setup,746.6665283372168,438.40928357879284,4670.7658642839515,0.6087251488339462,248.52309851453467,522.3567045932114,4.441911764925847,17943.529805699873
2025-01-14,4,5,Afternoon,6,1,Assembly,313,292,3.1443151861235856,470.7403920015023,534.8196314895757,64.07923948807343,8621.842933657814,26,0.08744913799411436,9,240.5225262237465,3.937782481342558,Breakdown,741.5130652418623,220.29267863399812,1847.4972481798077,0.8425857102549502,303.0057682726028,776.8931349796735,9.010292139842202,17392.891680700915
2025-04-20,12,7,Afternoon,47,2,Welding,395,382,11.38894960041275,636.899552025183,673.5893448956882,36.689792870505244,8509.502541525228,29,0.07692461762083101,15,594.4590040274163,4.811344127865794,Maintenance,610.1711016802298,263.9969105289578,3781.05231084539,0.7952373848540897,309.8972383506802,434.05256441757825,4.64231248975598,19874.685890944147
2025-11-11,15,4,Morning,5,2,Painting,188,183,7.972924203534693,335.53113957904577,379.64897544958393,44.11783587053816,10837.878638244872,10,0.05362547681423668,4,148.9779848155208,3.7695607046970236,Setup,383.266718282527,76.85838637476951,767.0165609762207,0.28580777580727135,95.1886777876275,364.3983155569517,4.155415210872202,14444.939871958164
2025-01-28,8,7,Morning,13,1,Machining,421,390,2.1081108363519636,484.4724372830867,504.5426629356811,20.070225652594388,6221.8493271480165,26,0.06685163277679607,8,394.5600343112394,3.2509638331844912,Maintenance,581.3753791271481,354.6920632502272,5150.442448113046,1.4915655080994015,617.8923842586901,1108.5478199256313,9.894282918175687,18120.366590015226
2025-01-05,16,5,Afternoon,7,1,Painting,54,31,6.381767166663552,53.90089244795809,61.49216898783577,7.591276539877676,1653.9700301473324,2,0.07584053714783069,0,0.0,3.8041111694272516,Maintenance,637.7717492002685,18.13694892379266,233.1204812828354,0.80892717740407,340.0230368052881,1146.1648721268743,9.673056318500068,4804.163289219955
2025-12-21,9,6,Night,13,1,Welding,136,115,3.596249014321672,81.4011917638905,92.43129455684048,11.03010279294999,1700.4561184714028,10,0.08810964159989601,5,126.10025282343685,2.6416793488595625,Breakdown,675.1653578927165,98.30432534512045,1090.761784490156,1.8563416418410175,784.4926332974624,606.4903519319072,7.300753309363684,6776.02292447877
2025-01-11,16,5,Morning,50,3,Machining,190,170,7.046190246076955,126.67408698962353,140.9385185085668,14.264431518943269,3876.14199948817,12,0.06789711895448486,5,121.118309195328,3.3660095015816482,Breakdown,750.7031598170838,64.66209947596414,814.3998099467914,0.5638832449974354,145.89622515965226,990.7807720684011,11.419462344464725,8235.934755184679
2025-06-08,6,6,Night,48,1,Painting,109,105,11.91453567842792,158.06281952958778,177.8020067675049,19.739187237917122,3192.912165176507,10,0.09479812928271514,2,41.97473257796677,4.421840988309051,Maintenance,764.76592167839,74.62389721433797,882.567451986398,0.7089665485611828,319.07152025378997,1076.7081414605043,9.666043016840156,8156.528826617446
2025-12-22,2,3,Afternoon,26,5,Assembly,389,388,3.9624571670616566,269.37814058714406,295.497289577303,26.11914899015892,7053.060083244326,32,0.08141854506979139,17,679.9721145360562,3.2838039739774927,Breakdown,789.7728331691012,377.97062493168124,4661.968739541637,0.02861189135893163,9.188289643259981,698.7303357038575,5.894508720224017,19113.66382306431
2025-08-28,17,6,Night,33,5,Machining,56,44,10.030118815263204,78.55176565141757,86.20195575640327,7.650190104985697,1554.1553679424458,4,0.08569136434850198,1,26.506432604219405,3.7963434065352555,Setup,616.6411419424408,49.87356760216235,471.89454726898447,1.0429733362171243,415.9455190917764,1084.721755152455,13.042033861068125,5285.683806343062
2025-10-10,8,6,Afternoon,49,4,Welding,432,423,3.633667583984202,836.7489172321372,919.862674674178,83.11375744204088,20330.612005581985,36,0.08398231509532178,15,410.90303876821497,4.633925998236311,Breakdown,533.7695583461664,158.85265995881443,1942.8498782236522,0.6667372081166325,204.48373879988304,699.8697790237314,7.944781613862752,27449.21276044165
2025-02-04,11,2,Night,38,4,Machining,350,341,7.7835976311654,358.7173731246248,406.72081666906445,48.00344354443962,12140.73530405591,25,0.07246987922787562,13,376.8218467737187,2.8845084260014366,Maintenance,402.9706546418543,230.62418571514422,2506.356788952371,0.9538891881473888,429.0493341015109,400.77344275579895,3.573018724004107,20984.731149158844
2025-09-10,1,4,Afternoon,37,1,Assembly,201,189,6.359951805705858,183.57427499296662,199.067626828658,15.493351835691385,2475.1881864118654,9,0.049761995126732406,4,209.34318116864367,2.3345309951482456,Setup,558.4172800364117,165.4101179285342,1665.718417869706,0.410385553022788,119.48585834656156,463.05466576501806,4.470237684616566,8343.700896644323
2025-03-11,3,2,Morning,15,1,Assembly,263,249,9.646509503848735,490.2001879553935,523.6414112862424,33.44122333084886,13104.429237436212,10,0.04126564326483379,2,78.89389232839065,1.8133165073206878,Breakdown,329.10215248577083,102.75658427977349,1000.82639563025,1.1004023826465799,515.9480448805657,572.2196857153227,5.317388639569075,19476.795582971296
2025-08-03,1,10,Morning,25,1,Painting,285,274,3.3736174596867423,156.72205767490073,162.34719709254898,5.625139417648256,2973.750427566159,20,0.07375115125254103,7,266.3546519404721,3.599256204355258,Breakdown,716.294960291497,303.7370322443119,3556.8934369653257,0.5288513406330042,240.31314009555444,1105.5509435998497,13.508270629869585,13411.820886546817
2025-05-12,11,10,Night,14,5,Painting,334,336,5.301559503156044,284.6119652842106,321.2661586271581,36.65419334294751,5380.119764096372,30,0.09035988427462341,8,181.81971832494807,3.583820362328237,Breakdown,684.6152560950745,164.5540200967922,1956.3575663883955,0.7701227393297678,265.08912339635214,1088.3144324999053,9.212377018535989,14989.836380263589
2025-04-22,12,2,Afternoon,30,5,Machining,146,134,8.888105035899871,241.18542519554111,266.1699779724222,24.984552776881088,6032.812828186668,10,0.07411111121951172,4,212.15054705790692,4.0308919705542685,Setup,205.00136642796951,132.26708903968049,1913.7078223811534,0.8279293891232793,345.9515521752171,1133.6774492290765,12.642275561495598,12411.017482572972
2025-04-07,6,7,Night,19,4,Machining,230,227,6.802942587913558,365.1633501769941,414.75355054267084,49.590200365676765,11056.810322305073,16,0.06900142567046487,6,129.85636146969728,2.549414099326897,Setup,689.5125417240026,225.36659112941504,2506.4570959839903,0.5640750533972742,195.65880491679613,625.0793671165916,7.041954229956284,17962.78051094391
2025-06-03,6,9,Morning,29,4,Assembly,426,416,11.698188646337847,822.043753097854,924.6260888192722,102.58233572141819,26447.361157764415,20,0.04750828509033306,4,196.17357623741609,3.4691143563818048,Maintenance,441.53203247544667,177.15407116603558,1792.697495676668,0.6752757568405972,270.2087574329577,249.62979731473058,2.135337340109918,33832.44532739136
